customer_id,name,phone,marketing_consent,event_type,status,date,product_name,amount
CUST-10025,윤하경,010-7074-6094,Y,구매,결제 완료,2026-04-22,탄력 집중 관리,418000
CUST-10025,윤하경,010-7074-6094,Y,문자발송,성공,2026-05-30,T-CHURN-01,0
CUST-10026,배채담,010-8498-2448,Y,구매,결제 완료,2025-11-24,물광 주사,156000
CUST-10026,배채담,010-8498-2448,Y,구매,결제 완료,2025-12-22,보습 관리,80000
CUST-10026,배채담,010-8498-2448,Y,구매,결제 완료,2026-02-11,슈링크,187000
CUST-10026,배채담,010-8498-2448,Y,구매,결제 완료,2026-03-25,슈링크,309000
CUST-10026,배채담,010-8498-2448,Y,문자발송,성공,2026-05-20,T-CHURN-01,0
CUST-10027,송지경,010-2554-4720,Y,구매,결제 완료,2025-10-21,고주파 리프팅,401000
CUST-10027,송지경,010-2554-4720,Y,예약,노쇼,2025-11-26,여드름 관리,0
CUST-10027,송지경,010-2554-4720,Y,구매,결제 완료,2026-01-10,보습 관리,72000
CUST-10027,송지경,010-2554-4720,Y,구매,결제 완료,2026-03-18,탄력 집중 관리,420000
CUST-10027,송지경,010-2554-4720,Y,문자발송,성공,2026-04-21,T-CHURN-01,0
CUST-10027,송지경,010-2554-4720,Y,구매,결제 완료,2026-04-22,물광 주사,123000
CUST-10028,백수호,010-3300-9337,Y,구매,결제 완료,2026-04-19,탄력 집중 관리,360000
CUST-10028,백수호,010-3300-9337,Y,문자발송,성공,2026-05-03,T-CHURN-01,0
CUST-10028,백수호,010-3300-9337,Y,구매,결제 완료,2026-05-16,탄력 집중 관리,343000
CUST-10029,남채진,010-8359-3677,Y,구매,결제 완료,2025-11-07,고주파 리프팅,231000
CUST-10029,남채진,010-8359-3677,Y,구매,결제 완료,2026-01-13,프리미엄 관리,452000
CUST-10029,남채진,010-8359-3677,Y,구매,결제 완료,2026-02-20,물광 주사,101000
CUST-10029,남채진,010-8359-3677,Y,구매,결제 완료,2026-03-20,슈링크,250000
CUST-10029,남채진,010-8359-3677,Y,예약,취소,2026-05-03,보습 관리,0
CUST-10029,남채진,010-8359-3677,Y,구매,결제 완료,2026-06-04,물광 주사,154000
CUST-10029,남채진,010-8359-3677,Y,문자발송,성공,2026-06-22,T-CHURN-01,0
CUST-10030,강은희,010-8856-7493,Y,구매,결제 완료,2026-01-09,슈링크,272000
CUST-10030,강은희,010-8856-7493,Y,구매,결제 완료,2026-02-22,보습 관리,106000
CUST-10030,강은희,010-8856-7493,Y,예약,노쇼,2026-04-07,탄력 집중 관리,0
CUST-10030,강은희,010-8856-7493,Y,문자발송,실패,2026-04-28,T-CHURN-01,0
CUST-10031,하민준,010-4916-9090,Y,구매,결제 완료,2026-01-27,고주파 리프팅,289000
CUST-10031,하민준,010-4916-9090,Y,구매,결제 완료,2026-03-07,물광 주사,117000
CUST-10031,하민준,010-4916-9090,Y,구매,결제 완료,2026-04-24,슈링크,259000
CUST-10032,심다서,010-9800-4038,Y,구매,결제 완료,2026-01-28,프리미엄 관리,576000
CUST-10032,심다서,010-9800-4038,Y,구매,결제 완료,2026-03-02,보습 관리,100000
CUST-10032,심다서,010-9800-4038,Y,문자발송,성공,2026-03-17,T-CHURN-01,0
CUST-10033,남채호,010-3730-4560,Y,구매,결제 완료,2025-11-24,물광 주사,127000
CUST-10033,남채호,010-3730-4560,Y,구매,결제 완료,2026-01-07,슈링크,319000
CUST-10033,남채호,010-3730-4560,Y,구매,결제 완료,2026-02-12,기본 피부 관리,93000
CUST-10033,남채호,010-3730-4560,Y,구매,결제 완료,2026-03-09,프리미엄 관리,537000
CUST-10033,남채호,010-3730-4560,Y,문자발송,성공,2026-03-10,T-CHURN-01,0
CUST-10034,하채연,010-2887-1123,Y,구매,결제 완료,2026-03-31,보습 관리,99000
CUST-10034,하채연,010-2887-1123,Y,구매,결제 완료,2026-04-17,보습 관리,88000
CUST-10034,하채연,010-2887-1123,Y,구매,결제 완료,2026-05-02,탄력 집중 관리,348000
CUST-10034,하채연,010-2887-1123,Y,문자발송,성공,2026-07-11,T-CHURN-01,0
CUST-10035,이소준,010-2436-7354,Y,구매,결제 완료,2025-11-25,고주파 리프팅,316000
CUST-10035,이소준,010-2436-7354,Y,구매,결제 완료,2025-12-23,프리미엄 관리,561000
CUST-10035,이소준,010-2436-7354,Y,구매,결제 완료,2026-01-25,기본 피부 관리,100000
CUST-10035,이소준,010-2436-7354,Y,구매,결제 완료,2026-03-17,보습 관리,102000
CUST-10035,이소준,010-2436-7354,Y,구매,결제 완료,2026-05-03,프리미엄 관리,445000
CUST-10035,이소준,010-2436-7354,Y,문자발송,성공,2026-05-07,T-CHURN-01,0
CUST-10036,황가아,010-8388-5241,Y,구매,결제 완료,2026-01-07,보습 관리,51000
CUST-10036,황가아,010-8388-5241,Y,구매,결제 완료,2026-03-01,물광 주사,145000
CUST-10036,황가아,010-8388-5241,Y,구매,결제 완료,2026-04-24,프리미엄 관리,509000
CUST-10036,황가아,010-8388-5241,Y,문자발송,성공,2026-04-24,T-CHURN-01,0
CUST-10037,허윤율,010-1249-1110,Y,구매,결제 완료,2026-01-17,여드름 관리,104000
CUST-10037,허윤율,010-1249-1110,Y,구매,결제 완료,2026-03-06,탄력 집중 관리,368000
CUST-10037,허윤율,010-1249-1110,Y,문자발송,성공,2026-07-30,T-CHURN-01,0
CUST-10038,권주준,010-7962-2269,Y,구매,결제 완료,2025-12-30,기본 피부 관리,94000
CUST-10038,권주준,010-7962-2269,Y,구매,결제 완료,2026-02-06,프리미엄 관리,363000
CUST-10038,권주준,010-7962-2269,Y,구매,결제 완료,2026-03-29,기본 피부 관리,80000
CUST-10038,권주준,010-7962-2269,Y,구매,결제 완료,2026-04-23,여드름 관리,146000
CUST-10038,권주준,010-7962-2269,Y,예약,노쇼,2026-04-30,슈링크,0
CUST-10038,권주준,010-7962-2269,Y,구매,결제 완료,2026-05-26,보습 관리,84000
CUST-10039,문수준,010-7200-9757,Y,구매,결제 완료,2026-03-05,슈링크,180000
CUST-10039,문수준,010-7200-9757,Y,문자발송,성공,2026-03-19,T-CHURN-01,0
CUST-10039,문수준,010-7200-9757,Y,구매,결제 완료,2026-04-16,보습 관리,102000
CUST-10039,문수준,010-7200-9757,Y,구매,결제 완료,2026-06-03,물광 주사,148000
CUST-10040,허소영,010-6496-5546,Y,구매,결제 완료,2025-11-26,프리미엄 관리,359000
CUST-10040,허소영,010-6496-5546,Y,구매,결제 완료,2026-01-11,슈링크,262000
CUST-10040,허소영,010-6496-5546,Y,구매,결제 완료,2026-02-24,여드름 관리,82000
CUST-10040,허소영,010-6496-5546,Y,구매,결제 완료,2026-04-03,보습 관리,99000
CUST-10040,허소영,010-6496-5546,Y,문자발송,성공,2026-04-16,T-CHURN-01,0
CUST-10041,임유우,010-2952-1204,Y,구매,결제 완료,2026-02-17,프리미엄 관리,512000
CUST-10041,임유우,010-2952-1204,Y,구매,결제 완료,2026-04-08,기본 피부 관리,117000
CUST-10041,임유우,010-2952-1204,Y,구매,결제 완료,2026-05-01,탄력 집중 관리,413000
CUST-10042,안현호,010-3051-3095,Y,구매,결제 완료,2025-10-29,보습 관리,55000
CUST-10042,안현호,010-3051-3095,Y,구매,결제 완료,2025-12-14,고주파 리프팅,255000
CUST-10042,안현호,010-3051-3095,Y,구매,결제 완료,2026-01-11,기본 피부 관리,66000
CUST-10042,안현호,010-3051-3095,Y,구매,결제 완료,2026-02-21,기본 피부 관리,119000
CUST-10042,안현호,010-3051-3095,Y,예약,노쇼,2026-04-20,기본 피부 관리,0
CUST-10042,안현호,010-3051-3095,Y,구매,결제 완료,2026-05-26,보습 관리,91000
CUST-10042,안현호,010-3051-3095,Y,문자발송,성공,2026-07-08,T-CHURN-01,0
CUST-10043,서다우,010-7737-4972,Y,구매,결제 완료,2025-10-27,기본 피부 관리,110000
CUST-10043,서다우,010-7737-4972,Y,구매,결제 완료,2025-12-04,보습 관리,58000
CUST-10043,서다우,010-7737-4972,Y,구매,결제 완료,2026-01-19,여드름 관리,122000
CUST-10043,서다우,010-7737-4972,Y,구매,결제 완료,2026-02-09,프리미엄 관리,562000
CUST-10043,서다우,010-7737-4972,Y,구매,결제 완료,2026-03-12,여드름 관리,83000
CUST-10043,서다우,010-7737-4972,Y,문자발송,성공,2026-03-30,T-CHURN-01,0
CUST-10044,임수정,010-7792-5277,Y,구매,결제 완료,2025-11-21,탄력 집중 관리,381000
CUST-10044,임수정,010-7792-5277,Y,구매,결제 완료,2026-01-09,프리미엄 관리,356000
CUST-10044,임수정,010-7792-5277,Y,구매,결제 완료,2026-03-04,탄력 집중 관리,388000
CUST-10044,임수정,010-7792-5277,Y,문자발송,성공,2026-05-24,T-CHURN-01,0
CUST-10045,양서우,010-2636-6813,Y,구매,결제 완료,2025-10-10,물광 주사,173000
CUST-10045,양서우,010-2636-6813,Y,구매,결제 완료,2025-11-14,슈링크,215000
CUST-10045,양서우,010-2636-6813,Y,구매,결제 완료,2025-11-30,슈링크,318000
CUST-10045,양서우,010-2636-6813,Y,구매,결제 완료,2026-01-11,고주파 리프팅,314000
CUST-10045,양서우,010-2636-6813,Y,구매,결제 완료,2026-02-27,고주파 리프팅,208000
CUST-10045,양서우,010-2636-6813,Y,문자발송,성공,2026-04-21,T-CHURN-01,0
CUST-10046,강가빈,010-7403-2471,Y,구매,결제 완료,2025-11-16,고주파 리프팅,316000
CUST-10046,강가빈,010-7403-2471,Y,구매,결제 완료,2026-01-01,보습 관리,69000
CUST-10046,강가빈,010-7403-2471,Y,구매,결제 완료,2026-02-21,탄력 집중 관리,314000
CUST-10046,강가빈,010-7403-2471,Y,구매,결제 완료,2026-04-29,여드름 관리,103000
CUST-10046,강가빈,010-7403-2471,Y,구매,결제 완료,2026-05-30,탄력 집중 관리,209000
CUST-10046,강가빈,010-7403-2471,Y,문자발송,성공,2026-06-26,T-CHURN-01,0
CUST-10047,노은희,010-7818-6720,Y,구매,결제 완료,2026-03-09,기본 피부 관리,118000
CUST-10047,노은희,010-7818-6720,Y,구매,결제 완료,2026-04-17,슈링크,263000
CUST-10047,노은희,010-7818-6720,Y,문자발송,성공,2026-04-30,T-CHURN-01,0
CUST-10048,성주호,010-9886-2743,Y,구매,결제 완료,2025-11-21,여드름 관리,93000
CUST-10048,성주호,010-9886-2743,Y,구매,결제 완료,2026-01-04,프리미엄 관리,364000
CUST-10048,성주호,010-9886-2743,Y,예약,노쇼,2026-01-23,슈링크,0
CUST-10048,성주호,010-9886-2743,Y,구매,결제 완료,2026-03-04,탄력 집중 관리,240000
CUST-10048,성주호,010-9886-2743,Y,구매,결제 완료,2026-04-07,기본 피부 관리,94000
CUST-10048,성주호,010-9886-2743,Y,구매,결제 완료,2026-05-27,고주파 리프팅,323000
CUST-10048,성주호,010-9886-2743,Y,문자발송,성공,2026-06-16,T-CHURN-01,0
CUST-10049,강윤우,010-8458-2465,Y,구매,결제 완료,2025-10-11,물광 주사,167000
CUST-10049,강윤우,010-8458-2465,Y,구매,결제 완료,2025-11-24,보습 관리,81000
CUST-10049,강윤우,010-8458-2465,Y,구매,결제 완료,2025-12-21,고주파 리프팅,381000
CUST-10049,강윤우,010-8458-2465,Y,구매,결제 완료,2026-01-18,보습 관리,104000
CUST-10049,강윤우,010-8458-2465,Y,구매,결제 완료,2026-02-24,물광 주사,143000
CUST-10049,강윤우,010-8458-2465,Y,문자발송,성공,2026-05-08,T-CHURN-01,0
CUST-10050,박은진,010-5899-5198,Y,구매,결제 완료,2025-11-24,보습 관리,65000
CUST-10050,박은진,010-5899-5198,Y,구매,결제 완료,2025-12-10,슈링크,251000
CUST-10050,박은진,010-5899-5198,Y,구매,결제 완료,2025-12-24,보습 관리,104000
CUST-10050,박은진,010-5899-5198,Y,구매,결제 완료,2026-02-11,슈링크,270000
CUST-10050,박은진,010-5899-5198,Y,구매,결제 완료,2026-04-06,여드름 관리,130000
CUST-10050,박은진,010-5899-5198,Y,구매,결제 완료,2026-05-22,보습 관리,88000
CUST-10050,박은진,010-5899-5198,Y,문자발송,성공,2026-06-26,T-CHURN-01,0
CUST-10051,전리우,010-8221-4928,Y,구매,결제 완료,2025-10-09,고주파 리프팅,227000
CUST-10051,전리우,010-8221-4928,Y,구매,결제 완료,2025-11-27,보습 관리,80000
CUST-10051,전리우,010-8221-4928,Y,구매,결제 완료,2026-01-21,기본 피부 관리,102000
CUST-10051,전리우,010-8221-4928,Y,구매,결제 완료,2026-03-11,슈링크,353000
CUST-10051,전리우,010-8221-4928,Y,문자발송,성공,2026-06-23,T-CHURN-01,0
CUST-10052,이서담,010-4500-7746,Y,예약,취소,2026-04-04,기본 피부 관리,0
CUST-10052,이서담,010-4500-7746,Y,구매,결제 완료,2026-04-30,보습 관리,96000
CUST-10052,이서담,010-4500-7746,Y,문자발송,성공,2026-06-21,T-CHURN-01,0
CUST-10053,배가빈,010-1981-5009,Y,구매,결제 완료,2026-03-02,여드름 관리,119000
CUST-10053,배가빈,010-1981-5009,Y,구매,결제 완료,2026-03-29,슈링크,193000
CUST-10053,배가빈,010-1981-5009,Y,문자발송,성공,2026-07-03,T-CHURN-01,0
CUST-10054,홍다희,010-6159-5823,Y,구매,결제 완료,2025-11-05,물광 주사,170000
CUST-10054,홍다희,010-6159-5823,Y,예약,취소,2025-12-16,여드름 관리,0
CUST-10054,홍다희,010-6159-5823,Y,구매,결제 완료,2026-02-05,물광 주사,104000
CUST-10054,홍다희,010-6159-5823,Y,구매,결제 완료,2026-03-19,고주파 리프팅,199000
CUST-10054,홍다희,010-6159-5823,Y,구매,결제 완료,2026-04-18,물광 주사,125000
CUST-10054,홍다희,010-6159-5823,Y,문자발송,성공,2026-05-03,T-CHURN-01,0
CUST-10054,홍다희,010-6159-5823,Y,구매,결제 완료,2026-05-10,탄력 집중 관리,383000
CUST-10055,구현서,010-5122-9358,Y,구매,결제 완료,2026-04-05,슈링크,225000
CUST-10055,구현서,010-5122-9358,Y,문자발송,성공,2026-04-12,T-CHURN-01,0
CUST-10055,구현서,010-5122-9358,Y,구매,결제 완료,2026-05-20,보습 관리,88000
CUST-10056,문소희,010-5779-3363,Y,구매,결제 완료,2025-12-14,기본 피부 관리,94000
CUST-10056,문소희,010-5779-3363,Y,구매,결제 완료,2026-01-23,기본 피부 관리,107000
CUST-10056,문소희,010-5779-3363,Y,구매,결제 완료,2026-03-08,고주파 리프팅,393000
CUST-10056,문소희,010-5779-3363,Y,구매,결제 완료,2026-04-15,여드름 관리,75000
CUST-10056,문소희,010-5779-3363,Y,구매,결제 완료,2026-05-22,보습 관리,59000
CUST-10057,곽채진,010-2332-2616,Y,예약,노쇼,2025-10-04,고주파 리프팅,0
CUST-10057,곽채진,010-2332-2616,Y,구매,결제 완료,2025-12-01,물광 주사,129000
CUST-10057,곽채진,010-2332-2616,Y,구매,결제 완료,2026-01-28,물광 주사,135000
CUST-10057,곽채진,010-2332-2616,Y,구매,결제 완료,2026-02-24,슈링크,340000
CUST-10057,곽채진,010-2332-2616,Y,문자발송,성공,2026-06-21,T-CHURN-01,0
CUST-10058,안유원,010-7103-4974,Y,구매,결제 완료,2025-11-15,슈링크,180000
CUST-10058,안유원,010-7103-4974,Y,구매,결제 완료,2026-01-09,탄력 집중 관리,261000
CUST-10058,안유원,010-7103-4974,Y,예약,노쇼,2026-02-15,탄력 집중 관리,0
CUST-10058,안유원,010-7103-4974,Y,구매,결제 완료,2026-03-22,프리미엄 관리,316000
CUST-10058,안유원,010-7103-4974,Y,구매,결제 완료,2026-04-18,물광 주사,168000
CUST-10058,안유원,010-7103-4974,Y,문자발송,성공,2026-07-14,T-CHURN-01,0
CUST-10059,백현우,010-6708-5473,Y,구매,결제 완료,2026-03-18,프리미엄 관리,543000
CUST-10059,백현우,010-6708-5473,Y,구매,결제 완료,2026-04-30,보습 관리,90000
CUST-10059,백현우,010-6708-5473,Y,예약,취소,2026-05-30,슈링크,0
CUST-10059,백현우,010-6708-5473,Y,문자발송,성공,2026-07-13,T-CHURN-01,0
CUST-10060,권도연,010-2891-8862,Y,구매,결제 완료,2026-01-09,탄력 집중 관리,383000
CUST-10060,권도연,010-2891-8862,Y,구매,결제 완료,2026-03-05,기본 피부 관리,110000
CUST-10060,권도연,010-2891-8862,Y,구매,결제 완료,2026-04-23,고주파 리프팅,234000
CUST-10060,권도연,010-2891-8862,Y,구매,결제 완료,2026-05-25,프리미엄 관리,497000
CUST-10060,권도연,010-2891-8862,Y,문자발송,성공,2026-06-16,T-CHURN-01,0
CUST-10061,장다원,010-9786-4323,Y,구매,결제 완료,2025-10-07,기본 피부 관리,76000
